case_no,case_type,question_no,question,c_option,script_file,video_file_name,output_relative_path,status,source,role,tts_speed,raw_video_path,deliverable_video_path,actual_duration_seconds,video_codec,audio_codec,resolution,remark
9,住宅装修工程,3,合同签订后，住宅装修实际进场施工情况如何？,合同签订后装修方未实际进场施工，房屋始终处于未开工状态。,执行资料/正式脚本_反馈合并版/09_住宅装修工程/q3_c.txt,09_住宅装修工程_Q3_C.mp4,videos/final/09_住宅装修工程/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/09_住宅装修工程/q3_c.mp4,videos/deliverable/09_住宅装修工程/q3_c.mp4,43.20,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
9,住宅装修工程,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对装修效果或最终结算金额有异议。,执行资料/正式脚本_反馈合并版/09_住宅装修工程/q4_c.txt,09_住宅装修工程_Q4_C.mp4,videos/final/09_住宅装修工程/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/09_住宅装修工程/q4_c.mp4,videos/deliverable/09_住宅装修工程/q4_c.mp4,41.66,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
9,住宅装修工程,5,关于您主张的工程款金额，是否有清晰的计算依据和证据支撑？,缺少验收记录或增减项凭证，工程款金额主要来自单方统计，难以核实已完成工程量。,执行资料/正式脚本_反馈合并版/09_住宅装修工程/q5_c.txt,09_住宅装修工程_Q5_C.mp4,videos/final/09_住宅装修工程/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/09_住宅装修工程/q5_c.mp4,videos/deliverable/09_住宅装修工程/q5_c.mp4,40.38,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
10,商业房产租赁,1,您主张双方存在商业房产租赁关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，租金标准和租期均无可核验依据。,执行资料/正式脚本_反馈合并版/10_商业房产租赁/q1_c.txt,10_商业房产租赁_Q1_C.mp4,videos/final/10_商业房产租赁/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/10_商业房产租赁/q1_c.mp4,videos/deliverable/10_商业房产租赁/q1_c.mp4,39.19,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
10,商业房产租赁,2,双方对商业房产租赁的关键条款是否约定清楚？,未约定租期、租金调整或押金退还条件，双方对租赁核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/10_商业房产租赁/q2_c.txt,10_商业房产租赁_Q2_C.mp4,videos/final/10_商业房产租赁/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/10_商业房产租赁/q2_c.mp4,videos/deliverable/10_商业房产租赁/q2_c.mp4,42.94,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
10,商业房产租赁,3,合同签订后，房产是否实际交付承租方使用？,合同签订后出租方未实际交付房产，房屋始终未移交给承租方使用。,执行资料/正式脚本_反馈合并版/10_商业房产租赁/q3_c.txt,10_商业房产租赁_Q3_C.mp4,videos/final/10_商业房产租赁/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/10_商业房产租赁/q3_c.mp4,videos/deliverable/10_商业房产租赁/q3_c.mp4,39.42,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
10,商业房产租赁,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对租金调整或费用分担有异议。,执行资料/正式脚本_反馈合并版/10_商业房产租赁/q4_c.txt,10_商业房产租赁_Q4_C.mp4,videos/final/10_商业房产租赁/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/10_商业房产租赁/q4_c.mp4,videos/deliverable/10_商业房产租赁/q4_c.mp4,41.02,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
10,商业房产租赁,5,关于您主张的租金或押金金额，是否有清晰的计算依据和证据支撑？,缺少付款记录或交接凭证，租金或押金金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/10_商业房产租赁/q5_c.txt,10_商业房产租赁_Q5_C.mp4,videos/final/10_商业房产租赁/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/10_商业房产租赁/q5_c.mp4,videos/deliverable/10_商业房产租赁/q5_c.mp4,39.91,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
11,物业管理,1,您主张双方存在物业管理关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，也即物业费标准和服务内容均无可直接查验依据。,执行资料/正式脚本_反馈合并版/11_物业管理/q1_c.txt,11_物业管理_Q1_C.mp4,videos/final/11_物业管理/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/11_物业管理/q1_c.mp4,videos/deliverable/11_物业管理/q1_c.mp4,39.27,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
11,物业管理,2,双方对物业管理的关键条款是否约定清楚？,未约定服务范围标准、物业费收费依据或违约责任，也即双方对物业管理核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/11_物业管理/q2_c.txt,11_物业管理_Q2_C.mp4,videos/final/11_物业管理/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/11_物业管理/q2_c.mp4,videos/deliverable/11_物业管理/q2_c.mp4,39.32,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
11,物业管理,3,合同签订后，物业公司是否实际进场并开始提供服务？,合同签订后物业方从未实际进场提供服务，小区/楼宇处于无物业管理状态。,执行资料/正式脚本_反馈合并版/11_物业管理/q3_c.txt,11_物业管理_Q3_C.mp4,videos/final/11_物业管理/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/11_物业管理/q3_c.mp4,videos/deliverable/11_物业管理/q3_c.mp4,33.56,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
11,物业管理,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对物业服务质量或费用分摊有异议。,执行资料/正式脚本_反馈合并版/11_物业管理/q4_c.txt,11_物业管理_Q4_C.mp4,videos/final/11_物业管理/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/11_物业管理/q4_c.mp4,videos/deliverable/11_物业管理/q4_c.mp4,33.75,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
11,物业管理,5,关于您主张的物业费或赔偿金额，是否有清晰的计算依据和证据支撑？,缺少物业合同或缴费凭证，欠费金额主要来自单方统计，难以核实。,执行资料/正式脚本_反馈合并版/11_物业管理/q5_c.txt,11_物业管理_Q5_C.mp4,videos/final/11_物业管理/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/11_物业管理/q5_c.mp4,videos/deliverable/11_物业管理/q5_c.mp4,36.59,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
12,房地产销售代理,1,您主张双方存在房地产销售代理关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，也即代理范围和佣金标准均无可核验依据。,执行资料/正式脚本_反馈合并版/12_房地产销售代理/q1_c.txt,12_房地产销售代理_Q1_C.mp4,videos/final/12_房地产销售代理/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/12_房地产销售代理/q1_c.mp4,videos/deliverable/12_房地产销售代理/q1_c.mp4,45.59,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
12,房地产销售代理,2,双方对房地产销售代理的关键条款是否约定清楚？,未约定客户归属规则、成交认定标准或佣金支付条件，双方对代理核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/12_房地产销售代理/q2_c.txt,12_房地产销售代理_Q2_C.mp4,videos/final/12_房地产销售代理/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/12_房地产销售代理/q2_c.mp4,videos/deliverable/12_房地产销售代理/q2_c.mp4,47.68,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
12,房地产销售代理,3,合同签订后，代理方是否实际开展了房产销售推广工作？,合同签订后代理方未实际开展任何销售推广活动，无任何可查证的服务行为。,执行资料/正式脚本_反馈合并版/12_房地产销售代理/q3_c.txt,12_房地产销售代理_Q3_C.mp4,videos/final/12_房地产销售代理/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/12_房地产销售代理/q3_c.mp4,videos/deliverable/12_房地产销售代理/q3_c.mp4,45.63,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
12,房地产销售代理,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对佣金计算方式或分配比例有异议。,执行资料/正式脚本_反馈合并版/12_房地产销售代理/q4_c.txt,12_房地产销售代理_Q4_C.mp4,videos/final/12_房地产销售代理/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/12_房地产销售代理/q4_c.mp4,videos/deliverable/12_房地产销售代理/q4_c.mp4,43.39,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
12,房地产销售代理,5,关于您主张的佣金金额，是否有清晰的计算依据和证据支撑？,缺少带看记录或客户来源证明，佣金金额主要来自单方主张，难以证明成交与代理行为的关联。,执行资料/正式脚本_反馈合并版/12_房地产销售代理/q5_c.txt,12_房地产销售代理_Q5_C.mp4,videos/final/12_房地产销售代理/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/12_房地产销售代理/q5_c.mp4,videos/deliverable/12_房地产销售代理/q5_c.mp4,43.84,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
13,住宅租赁,1,您主张双方存在住宅租赁关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，租金标准和租期均无可核验依据。,执行资料/正式脚本_反馈合并版/13_住宅租赁/q1_c.txt,13_住宅租赁_Q1_C.mp4,videos/final/13_住宅租赁/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/13_住宅租赁/q1_c.mp4,videos/deliverable/13_住宅租赁/q1_c.mp4,37.03,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
13,住宅租赁,2,双方对住宅租赁的关键条款是否约定清楚？,未约定租期、押金退还标准或提前解约条件，双方对租赁核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/13_住宅租赁/q2_c.txt,13_住宅租赁_Q2_C.mp4,videos/final/13_住宅租赁/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/13_住宅租赁/q2_c.mp4,videos/deliverable/13_住宅租赁/q2_c.mp4,42.26,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
13,住宅租赁,3,合同签订后，房屋是否实际交付承租方入住？,合同签订后出租方未实际交付房屋，承租方始终未能入住。,执行资料/正式脚本_反馈合并版/13_住宅租赁/q3_c.txt,13_住宅租赁_Q3_C.mp4,videos/final/13_住宅租赁/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/13_住宅租赁/q3_c.mp4,videos/deliverable/13_住宅租赁/q3_c.mp4,37.31,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
13,住宅租赁,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对押金扣除项目或租金调整有异议。,执行资料/正式脚本_反馈合并版/13_住宅租赁/q4_c.txt,13_住宅租赁_Q4_C.mp4,videos/final/13_住宅租赁/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/13_住宅租赁/q4_c.mp4,videos/deliverable/13_住宅租赁/q4_c.mp4,38.95,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
13,住宅租赁,5,关于您主张的租金或押金金额，是否有清晰的计算依据和证据支撑？,缺少付款记录或交接凭证，租金或押金金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/13_住宅租赁/q5_c.txt,13_住宅租赁_Q5_C.mp4,videos/final/13_住宅租赁/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/13_住宅租赁/q5_c.mp4,videos/deliverable/13_住宅租赁/q5_c.mp4,38.63,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
14,商业地产运营托管,1,您主张双方存在商业地产运营托管关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，托管内容和收益分配均无可核验依据。,执行资料/正式脚本_反馈合并版/14_商业地产运营托管/q1_c.txt,14_商业地产运营托管_Q1_C.mp4,videos/final/14_商业地产运营托管/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/14_商业地产运营托管/q1_c.mp4,videos/deliverable/14_商业地产运营托管/q1_c.mp4,40.51,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
14,商业地产运营托管,2,双方对商业地产运营托管的关键条款是否约定清楚？,未约定保底收益标准、运营指标或退出条件，双方对托管核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/14_商业地产运营托管/q2_c.txt,14_商业地产运营托管_Q2_C.mp4,videos/final/14_商业地产运营托管/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/14_商业地产运营托管/q2_c.mp4,videos/deliverable/14_商业地产运营托管/q2_c.mp4,41.71,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
14,商业地产运营托管,3,合同签订后，托管运营方是否实际接管并开展商业运营？,合同签订后托管方未实际接管物业，商业运营从未启动。,执行资料/正式脚本_反馈合并版/14_商业地产运营托管/q3_c.txt,14_商业地产运营托管_Q3_C.mp4,videos/final/14_商业地产运营托管/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/14_商业地产运营托管/q3_c.mp4,videos/deliverable/14_商业地产运营托管/q3_c.mp4,36.80,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
14,商业地产运营托管,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对收益分配或运营效果不满意。,执行资料/正式脚本_反馈合并版/14_商业地产运营托管/q4_c.txt,14_商业地产运营托管_Q4_C.mp4,videos/final/14_商业地产运营托管/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/14_商业地产运营托管/q4_c.mp4,videos/deliverable/14_商业地产运营托管/q4_c.mp4,37.35,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
14,商业地产运营托管,5,关于您主张的保底收益或损失金额，是否有清晰的计算依据和证据支撑？,缺少运营数据或收益凭证，金额主要来自单方估算，难以核实。,执行资料/正式脚本_反馈合并版/14_商业地产运营托管/q5_c.txt,14_商业地产运营托管_Q5_C.mp4,videos/final/14_商业地产运营托管/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/14_商业地产运营托管/q5_c.mp4,videos/deliverable/14_商业地产运营托管/q5_c.mp4,39.15,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
15,房地产配套服务,1,您主张双方存在房地产配套服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头委托，服务内容和报酬均无可核验依据。,执行资料/正式脚本_反馈合并版/15_房地产配套服务/q1_c.txt,15_房地产配套服务_Q1_C.mp4,videos/final/15_房地产配套服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/15_房地产配套服务/q1_c.mp4,videos/deliverable/15_房地产配套服务/q1_c.mp4,41.44,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
15,房地产配套服务,2,双方对房地产配套服务的关键条款是否约定清楚？,未约定具体服务内容、完成标准或报酬支付条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/15_房地产配套服务/q2_c.txt,15_房地产配套服务_Q2_C.mp4,videos/final/15_房地产配套服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/15_房地产配套服务/q2_c.mp4,videos/deliverable/15_房地产配套服务/q2_c.mp4,43.68,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
15,房地产配套服务,3,合同签订后，配套服务（中介/验房/代办等）是否实际启动？,合同签订后服务方未实际启动任何服务，无任何可查证的服务行为。,执行资料/正式脚本_反馈合并版/15_房地产配套服务/q3_c.txt,15_房地产配套服务_Q3_C.mp4,videos/final/15_房地产配套服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/15_房地产配套服务/q3_c.mp4,videos/deliverable/15_房地产配套服务/q3_c.mp4,41.15,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
15,房地产配套服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对服务效果或费用金额有异议。,执行资料/正式脚本_反馈合并版/15_房地产配套服务/q4_c.txt,15_房地产配套服务_Q4_C.mp4,videos/final/15_房地产配套服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/15_房地产配套服务/q4_c.mp4,videos/deliverable/15_房地产配套服务/q4_c.mp4,41.04,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
15,房地产配套服务,5,关于您主张的服务费金额，是否有清晰的计算依据和证据支撑？,缺少服务完成的证明材料，服务费金额主要来自单方主张，难以核实已完成工作量。,执行资料/正式脚本_反馈合并版/15_房地产配套服务/q5_c.txt,15_房地产配套服务_Q5_C.mp4,videos/final/15_房地产配套服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/15_房地产配套服务/q5_c.mp4,videos/deliverable/15_房地产配套服务/q5_c.mp4,40.92,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
16,特许经营,1,您主张双方存在特许经营关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，加盟内容和费用标准均无可核验依据。,执行资料/正式脚本_反馈合并版/16_特许经营/q1_c.txt,16_特许经营_Q1_C.mp4,videos/final/16_特许经营/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/16_特许经营/q1_c.mp4,videos/deliverable/16_特许经营/q1_c.mp4,39.47,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
16,特许经营,2,双方对特许经营的关键条款是否约定清楚？,未约定区域保护条款、开店支持内容或解约退款条件，双方对特许核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/16_特许经营/q2_c.txt,16_特许经营_Q2_C.mp4,videos/final/16_特许经营/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/16_特许经营/q2_c.mp4,videos/deliverable/16_特许经营/q2_c.mp4,44.59,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
16,特许经营,3,合同签订后，加盟方是否实际开始经营（选址/开店/培训等启动工作）？,合同签订后加盟方未实际开展任何筹备或经营活动，门店从未开业。,执行资料/正式脚本_反馈合并版/16_特许经营/q3_c.txt,16_特许经营_Q3_C.mp4,videos/final/16_特许经营/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/16_特许经营/q3_c.mp4,videos/deliverable/16_特许经营/q3_c.mp4,39.38,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
16,特许经营,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对经营效果或品牌价值不满意。,执行资料/正式脚本_反馈合并版/16_特许经营/q4_c.txt,16_特许经营_Q4_C.mp4,videos/final/16_特许经营/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/16_特许经营/q4_c.mp4,videos/deliverable/16_特许经营/q4_c.mp4,39.42,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
16,特许经营,5,关于您主张的加盟费退还或损失金额，是否有清晰的计算依据和证据支撑？,缺少关键证据，金额主要来自单方估算，难以证明具体损失或应退金额。,执行资料/正式脚本_反馈合并版/16_特许经营/q5_c.txt,16_特许经营_Q5_C.mp4,videos/final/16_特许经营/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/16_特许经营/q5_c.mp4,videos/deliverable/16_特许经营/q5_c.mp4,39.51,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
17,法律服务,1,您主张双方存在法律服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头委托，服务范围和报酬均无可核验依据。,执行资料/正式脚本_反馈合并版/17_法律服务/q1_c.txt,17_法律服务_Q1_C.mp4,videos/final/17_法律服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/17_法律服务/q1_c.mp4,videos/deliverable/17_法律服务/q1_c.mp4,38.42,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
17,法律服务,2,双方对法律服务的关键条款是否约定清楚？,未约定委托事项具体范围、代理费标准或风险提成条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/17_法律服务/q2_c.txt,17_法律服务_Q2_C.mp4,videos/final/17_法律服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/17_法律服务/q2_c.mp4,videos/deliverable/17_法律服务/q2_c.mp4,40.34,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
