case_no,case_type,question_no,question,c_option,script_file,video_file_name,output_relative_path,status,source,role,tts_speed,raw_video_path,deliverable_video_path,actual_duration_seconds,video_codec,audio_codec,resolution,remark
34,和解协议履行,2,和解协议中的履行条款是否约定清楚？,未约定履行期限、违约后果或和解范围，双方对协议核心履行义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q2_c.txt,34_和解协议履行_Q2_C.mp4,videos/final/34_和解协议履行/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q2_c.mp4,videos/deliverable/34_和解协议履行/q2_c.mp4,43.86,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,3,和解协议签署后，双方是否按约开始履行和解义务？,和解协议签署后义务方从未实际履行任何约定义务，协议始终处于未执行状态。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q3_c.txt,34_和解协议履行_Q3_C.mp4,videos/final/34_和解协议履行/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q3_c.mp4,videos/deliverable/34_和解协议履行/q3_c.mp4,41.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,4,您主张对方违反和解协议，具体违约事实是什么？,无法明确指出对方违反了和解协议的哪项具体约定，主要是对和解金额的合理性有异议。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q4_c.txt,34_和解协议履行_Q4_C.mp4,videos/final/34_和解协议履行/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q4_c.mp4,videos/deliverable/34_和解协议履行/q4_c.mp4,41.56,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,5,关于您主张的和解款项金额，是否有清晰的计算依据和证据支撑？,缺少和解协议文本或付款记录，和解金额主要来自单方主张，难以核实应付款项。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q5_c.txt,34_和解协议履行_Q5_C.mp4,videos/final/34_和解协议履行/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q5_c.mp4,videos/deliverable/34_和解协议履行/q5_c.mp4,41.47,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,1,您主张双方存在贷款居间服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q1_c.txt,35_贷款居间服务_Q1_C.mp4,videos/final/35_贷款居间服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q1_c.mp4,videos/deliverable/35_贷款居间服务/q1_c.mp4,37.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,2,双方对贷款居间服务的关键条款是否约定清楚？,未约定服务费收取条件、退款条件或服务范围，双方对居间核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q2_c.txt,35_贷款居间服务_Q2_C.mp4,videos/final/35_贷款居间服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q2_c.mp4,videos/deliverable/35_贷款居间服务/q2_c.mp4,38.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,3,合同签订后，居间方是否实际开展了贷款撮合工作？,合同签订后居间方从未实际开展任何贷款撮合工作，无任何可查证的居间行为。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q3_c.txt,35_贷款居间服务_Q3_C.mp4,videos/final/35_贷款居间服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q3_c.mp4,videos/deliverable/35_贷款居间服务/q3_c.mp4,36.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对居间服务效果或收费标准有异议。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q4_c.txt,35_贷款居间服务_Q4_C.mp4,videos/final/35_贷款居间服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q4_c.mp4,videos/deliverable/35_贷款居间服务/q4_c.mp4,35.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,5,关于您主张的服务费退还金额，是否有清晰的计算依据和证据支撑？,缺少关键证据，退款金额主要来自单方主张，难以核实应退金额。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q5_c.txt,35_贷款居间服务_Q5_C.mp4,videos/final/35_贷款居间服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q5_c.mp4,videos/deliverable/35_贷款居间服务/q5_c.mp4,36.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,1,您主张双方存在商品买卖关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头商谈，商品规格、价格和数量均无可核验依据。,执行资料/正式脚本_反馈合并版/36_商品买卖/q1_c.txt,36_商品买卖_Q1_C.mp4,videos/final/36_商品买卖/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q1_c.mp4,videos/deliverable/36_商品买卖/q1_c.mp4,41.56,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,2,双方对商品买卖的关键条款是否约定清楚？,未约定商品规格、验收标准或货款支付条件，双方对买卖核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/36_商品买卖/q2_c.txt,36_商品买卖_Q2_C.mp4,videos/final/36_商品买卖/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q2_c.mp4,videos/deliverable/36_商品买卖/q2_c.mp4,46.08,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,3,合同签订后，商品发货/交付情况如何？,合同签订后卖方未实际发货，商品从未交付到买方。,执行资料/正式脚本_反馈合并版/36_商品买卖/q3_c.txt,36_商品买卖_Q3_C.mp4,videos/final/36_商品买卖/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q3_c.mp4,videos/deliverable/36_商品买卖/q3_c.mp4,43.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对商品价格或结算金额有异议。,执行资料/正式脚本_反馈合并版/36_商品买卖/q4_c.txt,36_商品买卖_Q4_C.mp4,videos/final/36_商品买卖/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q4_c.mp4,videos/deliverable/36_商品买卖/q4_c.mp4,42.90,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,5,关于您主张的货款或损失金额，是否有清晰的计算依据和证据支撑？,缺少签收或对账凭证，货款金额主要来自单方统计，难以核实已交付数量和应付总额。,执行资料/正式脚本_反馈合并版/36_商品买卖/q5_c.txt,36_商品买卖_Q5_C.mp4,videos/final/36_商品买卖/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q5_c.mp4,videos/deliverable/36_商品买卖/q5_c.mp4,42.88,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,1,您主张双方存在设备采购关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头约定，设备规格和价格均无可核验依据。,执行资料/正式脚本_反馈合并版/37_设备采购/q1_c.txt,37_设备采购_Q1_C.mp4,videos/final/37_设备采购/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q1_c.mp4,videos/deliverable/37_设备采购/q1_c.mp4,37.50,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,2,双方对设备采购的关键条款是否约定清楚？,未约定技术参数、验收标准或尾款支付条件，双方对设备采购核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/37_设备采购/q2_c.txt,37_设备采购_Q2_C.mp4,videos/final/37_设备采购/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q2_c.mp4,videos/deliverable/37_设备采购/q2_c.mp4,42.03,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,3,合同签订后，设备交付/安装情况如何？,合同签订后设备从未交付，始终处于未到货状态。,执行资料/正式脚本_反馈合并版/37_设备采购/q3_c.txt,37_设备采购_Q3_C.mp4,videos/final/37_设备采购/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q3_c.mp4,videos/deliverable/37_设备采购/q3_c.mp4,36.76,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对设备性能或尾款金额有异议。,执行资料/正式脚本_反馈合并版/37_设备采购/q4_c.txt,37_设备采购_Q4_C.mp4,videos/final/37_设备采购/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q4_c.mp4,videos/deliverable/37_设备采购/q4_c.mp4,38.14,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,5,关于您主张的货款或损失金额，是否有清晰的计算依据和证据支撑？,缺少验收记录或技术参数确认文件，款项金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/37_设备采购/q5_c.txt,37_设备采购_Q5_C.mp4,videos/final/37_设备采购/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q5_c.mp4,videos/deliverable/37_设备采购/q5_c.mp4,38.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
38,商品经销代理,1,您主张双方存在商品经销代理关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，经销区域和返利标准均无可核验依据。,执行资料/正式脚本_反馈合并版/38_商品经销代理/q1_c.txt,38_商品经销代理_Q1_C.mp4,videos/final/38_商品经销代理/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/38_商品经销代理/q1_c.mp4,videos/deliverable/38_商品经销代理/q1_c.mp4,40.28,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
38,商品经销代理,2,双方对商品经销代理的关键条款是否约定清楚？,未约定经销区域、返利计算方式或保证金退还条件，双方对经销核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/38_商品经销代理/q2_c.txt,38_商品经销代理_Q2_C.mp4,videos/final/38_商品经销代理/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/38_商品经销代理/q2_c.mp4,videos/deliverable/38_商品经销代理/q2_c.mp4,42.20,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
38,商品经销代理,3,合同签订后，经销代理方是否实际开始铺货/销售？,合同签订后经销代理方未实际开展任何进货或销售工作，经销合作从未启动。,执行资料/正式脚本_反馈合并版/38_商品经销代理/q3_c.txt,38_商品经销代理_Q3_C.mp4,videos/final/38_商品经销代理/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/38_商品经销代理/q3_c.mp4,videos/deliverable/38_商品经销代理/q3_c.mp4,38.40,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
38,商品经销代理,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对返利金额或货款结算有异议。,执行资料/正式脚本_反馈合并版/38_商品经销代理/q4_c.txt,38_商品经销代理_Q4_C.mp4,videos/final/38_商品经销代理/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/38_商品经销代理/q4_c.mp4,videos/deliverable/38_商品经销代理/q4_c.mp4,37.12,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
38,商品经销代理,5,关于您主张的货款、返利或保证金金额，是否有清晰的计算依据和证据支撑？,缺少对账记录或返利计算依据，金额主要来自单方统计，难以核实应付款项。,执行资料/正式脚本_反馈合并版/38_商品经销代理/q5_c.txt,38_商品经销代理_Q5_C.mp4,videos/final/38_商品经销代理/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/38_商品经销代理/q5_c.mp4,videos/deliverable/38_商品经销代理/q5_c.mp4,40.28,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
39,定作采购,1,您主张双方存在定作采购关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头约定，定制规格和价格均无可核验依据。,执行资料/正式脚本_反馈合并版/39_定作采购/q1_c.txt,39_定作采购_Q1_C.mp4,videos/final/39_定作采购/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/39_定作采购/q1_c.mp4,videos/deliverable/39_定作采购/q1_c.mp4,42.39,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
39,定作采购,2,双方对定作采购的关键条款是否约定清楚？,未约定定制规格图样、验收标准或价款支付条件，双方对定作核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/39_定作采购/q2_c.txt,39_定作采购_Q2_C.mp4,videos/final/39_定作采购/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/39_定作采购/q2_c.mp4,videos/deliverable/39_定作采购/q2_c.mp4,43.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
39,定作采购,3,合同签订后，定作方是否实际启动了生产/制作工作？,合同签订后定作方未实际启动任何生产工作，产品从未开始制作。,执行资料/正式脚本_反馈合并版/39_定作采购/q3_c.txt,39_定作采购_Q3_C.mp4,videos/final/39_定作采购/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/39_定作采购/q3_c.mp4,videos/deliverable/39_定作采购/q3_c.mp4,41.64,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
39,定作采购,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对定制效果或价款金额有异议。,执行资料/正式脚本_反馈合并版/39_定作采购/q4_c.txt,39_定作采购_Q4_C.mp4,videos/final/39_定作采购/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/39_定作采购/q4_c.mp4,videos/deliverable/39_定作采购/q4_c.mp4,40.80,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
39,定作采购,5,关于您主张的价款或损失金额，是否有清晰的计算依据和证据支撑？,缺少图样确认记录或验收凭证，价款金额主要来自单方主张，难以核实应付款项。,执行资料/正式脚本_反馈合并版/39_定作采购/q5_c.txt,39_定作采购_Q5_C.mp4,videos/final/39_定作采购/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/39_定作采购/q5_c.mp4,videos/deliverable/39_定作采购/q5_c.mp4,40.66,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
40,加工承揽,1,您主张双方存在加工承揽关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头约定，加工内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/40_加工承揽/q1_c.txt,40_加工承揽_Q1_C.mp4,videos/final/40_加工承揽/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/40_加工承揽/q1_c.mp4,videos/deliverable/40_加工承揽/q1_c.mp4,38.40,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
40,加工承揽,2,双方对加工承揽的关键条款是否约定清楚？,未约定加工工艺标准、来料损耗赔偿或加工费支付条件，双方对加工核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/40_加工承揽/q2_c.txt,40_加工承揽_Q2_C.mp4,videos/final/40_加工承揽/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/40_加工承揽/q2_c.mp4,videos/deliverable/40_加工承揽/q2_c.mp4,45.00,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
40,加工承揽,3,合同签订后，承揽方是否实际开始了加工作业？,合同签订后承揽方未实际开始任何加工作业，加工工作从未启动。,执行资料/正式脚本_反馈合并版/40_加工承揽/q3_c.txt,40_加工承揽_Q3_C.mp4,videos/final/40_加工承揽/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/40_加工承揽/q3_c.mp4,videos/deliverable/40_加工承揽/q3_c.mp4,36.86,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
40,加工承揽,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对加工质量或费用金额有异议。,执行资料/正式脚本_反馈合并版/40_加工承揽/q4_c.txt,40_加工承揽_Q4_C.mp4,videos/final/40_加工承揽/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/40_加工承揽/q4_c.mp4,videos/deliverable/40_加工承揽/q4_c.mp4,39.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
40,加工承揽,5,关于您主张的加工费或损失金额，是否有清晰的计算依据和证据支撑？,缺少来料记录或加工成果凭证，金额主要来自单方统计，难以核实应付款项。,执行资料/正式脚本_反馈合并版/40_加工承揽/q5_c.txt,40_加工承揽_Q5_C.mp4,videos/final/40_加工承揽/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/40_加工承揽/q5_c.mp4,videos/deliverable/40_加工承揽/q5_c.mp4,40.66,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
41,居间服务,1,您主张双方存在居间服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，居间报酬条件和金额均无可核验依据。,执行资料/正式脚本_反馈合并版/41_居间服务/q1_c.txt,41_居间服务_Q1_C.mp4,videos/final/41_居间服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/41_居间服务/q1_c.mp4,videos/deliverable/41_居间服务/q1_c.mp4,38.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
41,居间服务,2,双方对居间服务的关键条款是否约定清楚？,未约定成交认定标准、居间报酬条件或信息真实性保证，双方对居间核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/41_居间服务/q2_c.txt,41_居间服务_Q2_C.mp4,videos/final/41_居间服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/41_居间服务/q2_c.mp4,videos/deliverable/41_居间服务/q2_c.mp4,40.60,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
41,居间服务,3,合同签订后，居间方是否实际开展了撮合/介绍工作？,合同签订后居间方从未实际开展任何撮合或介绍工作，无任何可查证的居间行为。,执行资料/正式脚本_反馈合并版/41_居间服务/q3_c.txt,41_居间服务_Q3_C.mp4,videos/final/41_居间服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/41_居间服务/q3_c.mp4,videos/deliverable/41_居间服务/q3_c.mp4,36.63,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
41,居间服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对居间费金额或分成比例有异议。,执行资料/正式脚本_反馈合并版/41_居间服务/q4_c.txt,41_居间服务_Q4_C.mp4,videos/final/41_居间服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/41_居间服务/q4_c.mp4,videos/deliverable/41_居间服务/q4_c.mp4,35.20,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
41,居间服务,5,关于您主张的居间费金额，是否有清晰的计算依据和证据支撑？,缺少居间撮合过程的证明材料，居间费金额主要来自单方主张，难以证明居间行为与成交的关联。,执行资料/正式脚本_反馈合并版/41_居间服务/q5_c.txt,41_居间服务_Q5_C.mp4,videos/final/41_居间服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/41_居间服务/q5_c.mp4,videos/deliverable/41_居间服务/q5_c.mp4,39.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
42,汽车租赁,1,您主张双方存在汽车租赁关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，租金标准和租期均无可核验依据。,执行资料/正式脚本_反馈合并版/42_汽车租赁/q1_c.txt,42_汽车租赁_Q1_C.mp4,videos/final/42_汽车租赁/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/42_汽车租赁/q1_c.mp4,videos/deliverable/42_汽车租赁/q1_c.mp4,44.63,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
42,汽车租赁,2,双方对汽车租赁的关键条款是否约定清楚？,未约定计费方式、违章责任或损坏赔偿标准，双方对租赁核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/42_汽车租赁/q2_c.txt,42_汽车租赁_Q2_C.mp4,videos/final/42_汽车租赁/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/42_汽车租赁/q2_c.mp4,videos/deliverable/42_汽车租赁/q2_c.mp4,46.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
42,汽车租赁,3,合同签订后，车辆是否实际交付承租方使用？,合同签订后车辆从未实际交付，承租方始终未能使用车辆。,执行资料/正式脚本_反馈合并版/42_汽车租赁/q3_c.txt,42_汽车租赁_Q3_C.mp4,videos/final/42_汽车租赁/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/42_汽车租赁/q3_c.mp4,videos/deliverable/42_汽车租赁/q3_c.mp4,40.70,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
42,汽车租赁,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对租金计算方式或押金扣除项目有异议。,执行资料/正式脚本_反馈合并版/42_汽车租赁/q4_c.txt,42_汽车租赁_Q4_C.mp4,videos/final/42_汽车租赁/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/42_汽车租赁/q4_c.mp4,videos/deliverable/42_汽车租赁/q4_c.mp4,44.12,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
42,汽车租赁,5,关于您主张的租金或赔偿金额，是否有清晰的计算依据和证据支撑？,租金或赔偿金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/42_汽车租赁/q5_c.txt,42_汽车租赁_Q5_C.mp4,videos/final/42_汽车租赁/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/42_汽车租赁/q5_c.mp4,videos/deliverable/42_汽车租赁/q5_c.mp4,38.04,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
